0.02, -0.05, 1.80, laptop
1.35, -0.33, 1.38, person
0.17, 0.05, 0.33, cup
3.40, -0.29, 2.37, chair
0.93, -0.10, 1.19, laptop
0.73, -0.12, 1.19, bottle
0.02, -0.06, 1.94, laptop
0.17, 0.05, 0.33, cup
1.38, -0.35, 1.49, person
0.91, -0.10, 1.16, laptop
3.30, -0.29, 2.29, chair
0.74, -0.12, 1.21, bottle
0.02, -0.05, 1.80, laptop
1.40, -0.35, 1.46, person
0.16, 0.05, 0.33, cup
0.90, -0.10, 1.16, laptop
3.35, -0.28, 2.35, chair
0.71, -0.11, 1.16, bottle
1.82, -0.18, 1.13, person
0.02, -0.06, 1.90, laptop
1.42, -0.34, 1.47, person
0.17, 0.05, 0.33, cup
